country_ID,ISO,Year,Month,dist_USA,ceiling_USA,reachable_nodes,EA_inter_USA,UK_inter_USA,CHE_inter_USA,JPN_inter_USA,USA_inter_USA,CHN_inter_EA,incloseness,betweenness
61,UZB,2001,3,,,0,0,0,0,0,0,0,0,0
62,ZWE,2001,3,,,0,0,0,0,0,0,0,0,0
63,BGD,2001,3,,,0,0,0,0,0,0,0,0,0
64,NPL,2001,3,,,0,0,0,0,0,0,0,0,0
65,AFG,2001,3,,,0,0,0,0,0,0,0,0,0
66,SAU,2001,3,,,0,0,0,0,0,0,0,0,0
67,MNE,2001,3,,,0,0,0,0,0,0,0,0,0
68,XKX,2001,3,,,0,0,0,0,0,0,0,0,0
69,USA,2001,3,0,0,0,0,0,0,0,1,0,0,0
70,COL,2001,3,,,0,0,0,0,0,0,0,0,0
71,GHA,2001,3,,,0,0,0,0,0,0,0,0,0
72,MUS,2001,3,,,0,0,0,0,0,0,0,0,0
73,ETH,2001,3,,,0,0,0,0,0,0,0,0,0
74,HKG,2001,3,,,1,0,0,0,0,0,0,0.000187652,0
1,ALB,2002,3,,,0,0,0,0,0,0,0,0,0
2,AND,2002,3,,,0,0,0,0,0,0,0,0,0
3,ARG,2002,3,,,0,0,0,0,0,0,0,0,0
4,ARM,2002,3,,,0,0,0,0,0,0,0,0,0
5,AUS,2002,3,,,0,0,0,0,0,0,0,0,0
6,BLR,2002,3,,,0,0,0,0,0,0,0,0,0
7,BTN,2002,3,,,0,0,0,0,0,0,0,0,0
8,BRA,2002,3,,,0,0,0,0,0,0,0,0,0
9,BRN,2002,3,,,0,0,0,0,0,0,0,0,0
10,BGR,2002,3,,,0,0,0,0,0,0,0,0,0
11,KHM,2002,3,,,0,0,0,0,0,0,0,0,0
12,CAN,2002,3,1,100,2,0,0,0,0,1,0,0.000375305,0
13,CHL,2002,3,,,0,0,0,0,0,0,0,0,0
14,CHN,2002,3,,,1,0,0,0,0,0,0,0.000187652,0
15,HRV,2002,3,,,0,0,0,0,0,0,0,0,0
16,DNK,2002,3,,,0,0,0,0,0,0,0,0,0
17,EA,2002,3,,,0,0,0,0,0,0,0,0,0
18,EGY,2002,3,,,0,0,0,0,0,0,0,0,0
19,EST,2002,3,,,0,0,0,0,0,0,0,0,0
20,HUN,2002,3,,,0,0,0,0,0,0,0,0,0
21,ISL,2002,3,,,0,0,0,0,0,0,0,0,0
22,IND,2002,3,,,0,0,0,0,0,0,0,0,0
23,IDN,2002,3,,,0,0,0,0,0,0,0,0,0
24,JPN,2002,3,,,1,0,0,0,0,0,0,0.000187652,3
25,KAZ,2002,3,,,0,0,0,0,0,0,0,0,0
26,LAO,2002,3,,,0,0,0,0,0,0,0,0,0
27,LVA,2002,3,,,0,0,0,0,0,0,0,0,0
28,MAC,2002,3,,,0,0,0,0,0,0,0,0,0
29,MYS,2002,3,,,1,0,0,0,0,0,0,0.000250203,0
30,MDV,2002,3,,,0,0,0,0,0,0,0,0,0
31,MEX,2002,3,1,100,2,0,0,0,0,1,0,0.000375305,0
32,MNG,2002,3,,,0,0,0,0,0,0,0,0,0
33,SEP,2002,3,,,0,0,0,0,0,0,0,0,0
34,MMR,2002,3,,,0,0,0,0,0,0,0,0,0
35,NZL,2002,3,,,1,0,0,0,0,0,0,0.000187652,0
36,NGA,2002,3,,,0,0,0,0,0,0,0,0,0
37,MKD,2002,3,,,0,0,0,0,0,0,0,0,0
38,NOR,2002,3,,,0,0,0,0,0,0,0,0,0
39,PAK,2002,3,,,0,0,0,0,0,0,0,0,0
40,PHL,2002,3,,,1,0,0,0,0,0,0,0.000250203,0
41,POL,2002,3,,,0,0,0,0,0,0,0,0,0
42,QAT,2002,3,,,0,0,0,0,0,0,0,0,0
43,ROU,2002,3,,,0,0,0,0,0,0,0,0,0
44,RUS,2002,3,,,0,0,0,0,0,0,0,0,0
45,SMR,2002,3,,,0,0,0,0,0,0,0,0,0
46,SRB,2002,3,,,0,0,0,0,0,0,0,0,0
47,SGP,2002,3,,,0,0,0,0,0,0,0,0,0
48,ZAF,2002,3,,,0,0,0,0,0,0,0,0,0
49,KOR,2002,3,,,1,0,0,0,0,0,0,0.000250203,0
50,LKA,2002,3,,,0,0,0,0,0,0,0,0,0
51,SUR,2002,3,,,0,0,0,0,0,0,0,0,0
52,SWE,2002,3,,,0,0,0,0,0,0,0,0,0
53,CHE,2002,3,,,0,0,0,0,0,0,0,0,0
54,TJK,2002,3,,,0,0,0,0,0,0,0,0,0
55,THA,2002,3,,,1,0,0,0,0,0,0,0.000375305,0
56,TUR,2002,3,,,0,0,0,0,0,0,0,0,0
57,GBR,2002,3,,,0,0,0,0,0,0,0,0,0
58,UKR,2002,3,,,0,0,0,0,0,0,0,0,0
59,ARE,2002,3,,,0,0,0,0,0,0,0,0,0
60,VNM,2002,3,,,0,0,0,0,0,0,0,0,0
61,UZB,2002,3,,,0,0,0,0,0,0,0,0,0
62,ZWE,2002,3,,,0,0,0,0,0,0,0,0,0
63,BGD,2002,3,,,0,0,0,0,0,0,0,0,0
64,NPL,2002,3,,,0,0,0,0,0,0,0,0,0
65,AFG,2002,3,,,0,0,0,0,0,0,0,0,0
66,SAU,2002,3,,,0,0,0,0,0,0,0,0,0
67,MNE,2002,3,,,0,0,0,0,0,0,0,0,0
68,XKX,2002,3,,,0,0,0,0,0,0,0,0,0
69,USA,2002,3,0,0,0,0,0,0,0,1,0,0,0
70,COL,2002,3,,,0,0,0,0,0,0,0,0,0
71,GHA,2002,3,,,0,0,0,0,0,0,0,0,0
72,MUS,2002,3,,,0,0,0,0,0,0,0,0,0
73,ETH,2002,3,,,0,0,0,0,0,0,0,0,0
74,HKG,2002,3,,,1,0,0,0,0,0,0,0.000187652,0
1,ALB,2003,3,,,0,0,0,0,0,0,0,0,0
2,AND,2003,3,,,0,0,0,0,0,0,0,0,0
3,ARG,2003,3,,,0,0,0,0,0,0,0,0,0
4,ARM,2003,3,,,0,0,0,0,0,0,0,0,0
5,AUS,2003,3,,,0,0,0,0,0,0,0,0,0
6,BLR,2003,3,,,0,0,0,0,0,0,0,0,0
7,BTN,2003,3,,,0,0,0,0,0,0,0,0,0
8,BRA,2003,3,,,0,0,0,0,0,0,0,0,0
9,BRN,2003,3,,,0,0,0,0,0,0,0,0,0
10,BGR,2003,3,,,0,0,0,0,0,0,0,0,0
11,KHM,2003,3,,,0,0,0,0,0,0,0,0,0
12,CAN,2003,3,1,100,2,0,0,0,0,1,0,0.000375305,0
13,CHL,2003,3,,,0,0,0,0,0,0,0,0,0
14,CHN,2003,3,,,5,0,0,0,0,0,0,0.000586414,8
15,HRV,2003,3,,,0,0,0,0,0,0,0,0,0
16,DNK,2003,3,,,0,0,0,0,0,0,0,0,0
17,EA,2003,3,,,0,0,0,0,0,0,0,0,0
18,EGY,2003,3,,,0,0,0,0,0,0,0,0,0
19,EST,2003,3,,,0,0,0,0,0,0,0,0,0
20,HUN,2003,3,,,0,0,0,0,0,0,0,0,0
21,ISL,2003,3,,,0,0,0,0,0,0,0,0,0
22,IND,2003,3,,,0,0,0,0,0,0,0,0,0
23,IDN,2003,3,,,5,0,0,0,0,0,0,0.000375305,0
24,JPN,2003,3,,,5,0,0,0,0,0,0,0.000390943,5.5
25,KAZ,2003,3,,,0,0,0,0,0,0,0,0,0
26,LAO,2003,3,,,0,0,0,0,0,0,0,0,0
27,LVA,2003,3,,,0,0,0,0,0,0,0,0,0
28,MAC,2003,3,,,0,0,0,0,0,0,0,0,0
29,MYS,2003,3,,,5,0,0,0,0,0,0,0.000670187,0
30,MDV,2003,3,,,0,0,0,0,0,0,0,0,0
31,MEX,2003,3,1,100,2,0,0,0,0,1,0,0.000375305,0
32,MNG,2003,3,,,0,0,0,0,0,0,0,0,0
33,OCT,2003,3,,,0,0,0,0,0,0,0,0,0
34,MMR,2003,3,,,0,0,0,0,0,0,0,0,0
35,NZL,2003,3,,,1,0,0,0,0,0,0,0.000187652,0
36,NGA,2003,3,,,0,0,0,0,0,0,0,0,0
37,MKD,2003,3,,,0,0,0,0,0,0,0,0,0
38,NOR,2003,3,,,0,0,0,0,0,0,0,0,0
39,PAK,2003,3,,,0,0,0,0,0,0,0,0,0
40,PHL,2003,3,,,5,0,0,0,0,0,0,0.000586414,0
41,POL,2003,3,,,0,0,0,0,0,0,0,0,0
42,QAT,2003,3,,,0,0,0,0,0,0,0,0,0
43,ROU,2003,3,,,0,0,0,0,0,0,0,0,0
44,RUS,2003,3,,,0,0,0,0,0,0,0,0,0
45,SMR,2003,3,,,0,0,0,0,0,0,0,0,0
46,SRB,2003,3,,,0,0,0,0,0,0,0,0,0
47,SGP,2003,3,,,0,0,0,0,0,0,0,0,0
48,ZAF,2003,3,,,0,0,0,0,0,0,0,0,0
49,KOR,2003,3,,,5,0,0,0,0,0,0,0.000938262,15.5
50,LKA,2003,3,,,0,0,0,0,0,0,0,0,0
51,SUR,2003,3,,,0,0,0,0,0,0,0,0,0
52,SWE,2003,3,,,0,0,0,0,0,0,0,0,0
53,CHE,2003,3,,,0,0,0,0,0,0,0,0,0
54,TJK,2003,3,,,0,0,0,0,0,0,0,0,0
55,THA,2003,3,,,5,0,0,0,0,0,0,0.000670187,0
56,TUR,2003,3,,,0,0,0,0,0,0,0,0,0
57,GBR,2003,3,,,0,0,0,0,0,0,0,0,0
58,UKR,2003,3,,,0,0,0,0,0,0,0,0,0
59,ARE,2003,3,,,0,0,0,0,0,0,0,0,0
60,VNM,2003,3,,,0,0,0,0,0,0,0,0,0
61,UZB,2003,3,,,0,0,0,0,0,0,0,0,0
62,ZWE,2003,3,,,0,0,0,0,0,0,0,0,0
63,BGD,2003,3,,,0,0,0,0,0,0,0,0,0
64,NPL,2003,3,,,0,0,0,0,0,0,0,0,0
65,AFG,2003,3,,,0,0,0,0,0,0,0,0,0
66,SAU,2003,3,,,0,0,0,0,0,0,0,0,0
67,MNE,2003,3,,,0,0,0,0,0,0,0,0,0
68,XKX,2003,3,,,0,0,0,0,0,0,0,0,0
69,USA,2003,3,0,0,0,0,0,0,0,1,0,0,0
70,COL,2003,3,,,0,0,0,0,0,0,0,0,0
71,GHA,2003,3,,,0,0,0,0,0,0,0,0,0
72,MUS,2003,3,,,0,0,0,0,0,0,0,0,0
73,ETH,2003,3,,,0,0,0,0,0,0,0,0,0
74,HKG,2003,3,,,1,0,0,0,0,0,0,0.000187652,0
1,ALB,2004,3,,,0,0,0,0,0,0,0,0,0
2,AND,2004,3,,,0,0,0,0,0,0,0,0,0
3,ARG,2004,3,,,0,0,0,0,0,0,0,0,0
4,ARM,2004,3,,,0,0,0,0,0,0,0,0,0
5,AUS,2004,3,,,0,0,0,0,0,0,0,0,0
6,BLR,2004,3,,,0,0,0,0,0,0,0,0,0
7,BTN,2004,3,,,0,0,0,0,0,0,0,0,0
8,BRA,2004,3,,,0,0,0,0,0,0,0,0,0
9,BRN,2004,3,,,0,0,0,0,0,0,0,0,0
10,BGR,2004,3,,,0,0,0,0,0,0,0,0,0
11,KHM,2004,3,,,0,0,0,0,0,0,0,0,0
12,CAN,2004,3,1,100,2,0,0,0,0,1,0,0.000375305,0
13,CHL,2004,3,,,0,0,0,0,0,0,0,0,0
14,CHN,2004,3,,,6,0,0,0,0,0,0,0.000675549,10
15,HRV,2004,3,,,0,0,0,0,0,0,0,0,0
16,DNK,2004,3,,,0,0,0,0,0,0,0,0,0
17,EA,2004,3,,,0,0,0,0,0,0,0,0,0
18,EGY,2004,3,,,0,0,0,0,0,0,0,0,0
19,EST,2004,3,,,0,0,0,0,0,0,0,0,0
20,HUN,2004,3,,,0,0,0,0,0,0,0,0,0
21,ISL,2004,3,,,0,0,0,0,0,0,0,0,0
22,IND,2004,3,,,0,0,0,0,0,0,0,0,0
23,IDN,2004,3,,,6,0,0,0,0,0,0,0.00075061,0
24,JPN,2004,3,,,6,0,0,0,0,0,0,0.000450366,6
25,KAZ,2004,3,,,0,0,0,0,0,0,0,0,0
26,LAO,2004,3,,,0,0,0,0,0,0,0,0,0
27,LVA,2004,3,,,0,0,0,0,0,0,0,0,0
28,MAC,2004,3,,,0,0,0,0,0,0,0,0,0
29,MYS,2004,3,,,6,0,0,0,0,0,0,0.00075061,0
30,MDV,2004,3,,,0,0,0,0,0,0,0,0,0
31,MEX,2004,3,1,100,2,0,0,0,0,1,0,0.000375305,0
32,MNG,2004,3,,,0,0,0,0,0,0,0,0,0
33,NOV,2004,3,,,0,0,0,0,0,0,0,0,0
34,MMR,2004,3,,,0,0,0,0,0,0,0,0,0
35,NZL,2004,3,,,1,0,0,0,0,0,0,0.000187652,0
36,NGA,2004,3,,,0,0,0,0,0,0,0,0,0
37,MKD,2004,3,,,0,0,0,0,0,0,0,0,0
38,NOR,2004,3,,,0,0,0,0,0,0,0,0,0
39,PAK,2004,3,,,0,0,0,0,0,0,0,0,0
40,PHL,2004,3,,,6,0,0,0,0,0,0,0.00075061,0
41,POL,2004,3,,,0,0,0,0,0,0,0,0,0
42,QAT,2004,3,,,0,0,0,0,0,0,0,0,0
43,ROU,2004,3,,,0,0,0,0,0,0,0,0,0
44,RUS,2004,3,,,0,0,0,0,0,0,0,0,0
45,SMR,2004,3,,,0,0,0,0,0,0,0,0,0
46,SRB,2004,3,,,0,0,0,0,0,0,0,0,0
47,SGP,2004,3,,,6,0,0,0,0,0,0,0.000417953,0
48,ZAF,2004,3,,,0,0,0,0,0,0,0,0,0
49,KOR,2004,3,,,6,0,0,0,0,0,0,0.001125915,24
50,LKA,2004,3,,,0,0,0,0,0,0,0,0,0
51,SUR,2004,3,,,0,0,0,0,0,0,0,0,0
52,SWE,2004,3,,,0,0,0,0,0,0,0,0,0
53,CHE,2004,3,,,0,0,0,0,0,0,0,0,0
54,TJK,2004,3,,,0,0,0,0,0,0,0,0,0
55,THA,2004,3,,,6,0,0,0,0,0,0,0.00075061,0
56,TUR,2004,3,,,0,0,0,0,0,0,0,0,0
57,GBR,2004,3,,,0,0,0,0,0,0,0,0,0
58,UKR,2004,3,,,0,0,0,0,0,0,0,0,0
59,ARE,2004,3,,,0,0,0,0,0,0,0,0,0
60,VNM,2004,3,,,0,0,0,0,0,0,0,0,0
61,UZB,2004,3,,,0,0,0,0,0,0,0,0,0
62,ZWE,2004,3,,,0,0,0,0,0,0,0,0,0
63,BGD,2004,3,,,0,0,0,0,0,0,0,0,0
64,NPL,2004,3,,,0,0,0,0,0,0,0,0,0
65,AFG,2004,3,,,0,0,0,0,0,0,0,0,0
66,SAU,2004,3,,,0,0,0,0,0,0,0,0,0
67,MNE,2004,3,,,0,0,0,0,0,0,0,0,0
68,XKX,2004,3,,,0,0,0,0,0,0,0,0,0
69,USA,2004,3,0,0,0,0,0,0,0,1,0,0,0
70,COL,2004,3,,,0,0,0,0,0,0,0,0,0
71,GHA,2004,3,,,0,0,0,0,0,0,0,0,0
72,MUS,2004,3,,,0,0,0,0,0,0,0,0,0
73,ETH,2004,3,,,0,0,0,0,0,0,0,0,0
74,HKG,2004,3,,,1,0,0,0,0,0,0,0.000187652,0
1,ALB,2005,3,,,0,0,0,0,0,0,0,0,0
2,AND,2005,3,,,0,0,0,0,0,0,0,0,0
3,ARG,2005,3,,,0,0,0,0,0,0,0,0,0
4,ARM,2005,3,,,0,0,0,0,0,0,0,0,0
5,AUS,2005,3,,,0,0,0,0,0,0,0,0,0
6,BLR,2005,3,,,0,0,0,0,0,0,0,0,0
7,BTN,2005,3,,,0,0,0,0,0,0,0,0,0
8,BRA,2005,3,,,0,0,0,0,0,0,0,0,0
9,BRN,2005,3,,,0,0,0,0,0,0,0,0,0
10,BGR,2005,3,,,0,0,0,0,0,0,0,0,0
11,KHM,2005,3,,,0,0,0,0,0,0,0,0,0
12,CAN,2005,3,1,100,2,0,0,0,0,1,0,0.000375305,0
13,CHL,2005,3,,,0,0,0,0,0,0,0,0,0
14,CHN,2005,3,,,6,0,0,0,0,0,0,0.000675549,4
15,HRV,2005,3,,,0,0,0,0,0,0,0,0,0
16,DNK,2005,3,,,0,0,0,0,0,0,0,0,0
17,EA,2005,3,,,0,0,0,0,0,0,0,0,0
18,EGY,2005,3,,,0,0,0,0,0,0,0,0,0
19,EST,2005,3,,,0,0,0,0,0,0,0,0,0
20,HUN,2005,3,,,0,0,0,0,0,0,0,0,0
21,ISL,2005,3,,,0,0,0,0,0,0,0,0,0
22,IND,2005,3,,,0,0,0,0,0,0,0,0,0
23,IDN,2005,3,,,6,0,0,0,0,0,0,0.00075061,0
24,JPN,2005,3,,,6,0,0,0,0,0,0,0.000519653,8.5
25,KAZ,2005,3,,,0,0,0,0,0,0,0,0,0
26,LAO,2005,3,,,0,0,0,0,0,0,0,0,0
27,LVA,2005,3,,,0,0,0,0,0,0,0,0,0
28,MAC,2005,3,,,0,0,0,0,0,0,0,0,0
29,MYS,2005,3,,,6,0,0,0,0,0,0,0.00075061,0
30,MDV,2005,3,,,0,0,0,0,0,0,0,0,0
31,MEX,2005,3,1,100,2,0,0,0,0,1,0,0.000375305,0
32,MNG,2005,3,,,0,0,0,0,0,0,0,0,0
33,DEC,2005,3,,,0,0,0,0,0,0,0,0,0
34,MMR,2005,3,,,0,0,0,0,0,0,0,0,0
35,NZL,2005,3,,,1,0,0,0,0,0,0,0.000187652,0
36,NGA,2005,3,,,0,0,0,0,0,0,0,0,0
37,MKD,2005,3,,,0,0,0,0,0,0,0,0,0
38,NOR,2005,3,,,0,0,0,0,0,0,0,0,0
39,PAK,2005,3,,,0,0,0,0,0,0,0,0,0
40,PHL,2005,3,,,6,0,0,0,0,0,0,0.00075061,0
41,POL,2005,3,,,0,0,0,0,0,0,0,0,0
42,QAT,2005,3,,,0,0,0,0,0,0,0,0,0
43,ROU,2005,3,,,0,0,0,0,0,0,0,0,0
44,RUS,2005,3,,,0,0,0,0,0,0,0,0,0
45,SMR,2005,3,,,0,0,0,0,0,0,0,0,0
46,SRB,2005,3,,,0,0,0,0,0,0,0,0,0
47,SGP,2005,3,,,6,0,0,0,0,0,0,0.000459749,0
48,ZAF,2005,3,,,0,0,0,0,0,0,0,0,0
49,KOR,2005,3,,,6,0,0,0,0,0,0,0.001125915,20.5
50,LKA,2005,3,,,0,0,0,0,0,0,0,0,0
51,SUR,2005,3,,,0,0,0,0,0,0,0,0,0
52,SWE,2005,3,,,0,0,0,0,0,0,0,0,0
53,CHE,2005,3,,,0,0,0,0,0,0,0,0,0
54,TJK,2005,3,,,0,0,0,0,0,0,0,0,0
55,THA,2005,3,,,6,0,0,0,0,0,0,0.000675549,4
56,TUR,2005,3,,,0,0,0,0,0,0,0,0,0
57,GBR,2005,3,,,0,0,0,0,0,0,0,0,0
58,UKR,2005,3,,,0,0,0,0,0,0,0,0,0
59,ARE,2005,3,,,0,0,0,0,0,0,0,0,0
60,VNM,2005,3,,,0,0,0,0,0,0,0,0,0
61,UZB,2005,3,,,0,0,0,0,0,0,0,0,0
62,ZWE,2005,3,,,0,0,0,0,0,0,0,0,0
63,BGD,2005,3,,,0,0,0,0,0,0,0,0,0
64,NPL,2005,3,,,0,0,0,0,0,0,0,0,0
65,AFG,2005,3,,,0,0,0,0,0,0,0,0,0
66,SAU,2005,3,,,0,0,0,0,0,0,0,0,0
67,MNE,2005,3,,,0,0,0,0,0,0,0,0,0
68,XKX,2005,3,,,0,0,0,0,0,0,0,0,0
69,USA,2005,3,0,0,0,0,0,0,0,1,0,0,0
70,COL,2005,3,,,0,0,0,0,0,0,0,0,0
71,GHA,2005,3,,,0,0,0,0,0,0,0,0,0
72,MUS,2005,3,,,0,0,0,0,0,0,0,0,0
73,ETH,2005,3,,,0,0,0,0,0,0,0,0,0
74,HKG,2005,3,,,1,0,0,0,0,0,0,0.000187652,0
1,ALB,2006,3,,,0,0,0,0,0,0,0,0,0
2,AND,2006,3,,,0,0,0,0,0,0,0,0,0
3,ARG,2006,3,,,0,0,0,0,0,0,0,0,0
4,ARM,2006,3,,,0,0,0,0,0,0,0,0,0
5,AUS,2006,3,,,0,0,0,0,0,0,0,0,0
6,BLR,2006,3,,,0,0,0,0,0,0,0,0,0
7,BTN,2006,3,,,0,0,0,0,0,0,0,0,0
8,BRA,2006,3,,,0,0,0,0,0,0,0,0,0
9,BRN,2006,3,,,0,0,0,0,0,0,0,0,0
10,BGR,2006,3,,,0,0,0,0,0,0,0,0,0
11,KHM,2006,3,,,0,0,0,0,0,0,0,0,0
12,CAN,2006,3,1,100,2,0,0,0,0,1,0,0.000375305,0
13,CHL,2006,3,,,0,0,0,0,0,0,0,0,0
14,CHN,2006,3,,,7,0,0,0,0,0,0,0.000766248,0
15,HRV,2006,3,,,0,0,0,0,0,0,0,0,0
16,DNK,2006,3,,,0,0,0,0,0,0,0,0,0
17,EA,2006,3,,,0,0,0,0,0,0,0,0,0
18,EGY,2006,3,,,0,0,0,0,0,0,0,0,0
19,EST,2006,3,,,0,0,0,0,0,0,0,0,0
20,HUN,2006,3,,,0,0,0,0,0,0,0,0,0
21,ISL,2006,3,,,0,0,0,0,0,0,0,0,0
22,IND,2006,3,,,0,0,0,0,0,0,0,0,0
23,IDN,2006,3,,,7,0,0,0,0,0,0,0.000835906,0
24,JPN,2006,3,,,7,0,0,0,0,0,0,0.000919497,15
25,KAZ,2006,3,,,0,0,0,0,0,0,0,0,0
26,LAO,2006,3,,,0,0,0,0,0,0,0,0,0
27,LVA,2006,3,,,0,0,0,0,0,0,0,0,0
28,MAC,2006,3,,,0,0,0,0,0,0,0,0,0
29,MYS,2006,3,,,7,0,0,0,0,0,0,0.000766248,0
30,MDV,2006,3,,,0,0,0,0,0,0,0,0,0
31,MEX,2006,3,1,100,2,0,0,0,0,1,0,0.000375305,0
32,MNG,2006,3,,,0,0,0,0,0,0,0,0,0
33,JAN,2006,3,,,0,0,0,0,0,0,0,0,0
34,MMR,2006,3,,,0,0,0,0,0,0,0,0,0
35,NZL,2006,3,,,1,0,0,0,0,0,0,0.000187652,0
36,NGA,2006,3,,,0,0,0,0,0,0,0,0,0
37,MKD,2006,3,,,0,0,0,0,0,0,0,0,0
38,NOR,2006,3,,,0,0,0,0,0,0,0,0,0
39,PAK,2006,3,,,0,0,0,0,0,0,0,0,0
40,PHL,2006,3,,,7,0,0,0,0,0,0,0.000835906,0
41,POL,2006,3,,,0,0,0,0,0,0,0,0,0
42,QAT,2006,3,,,0,0,0,0,0,0,0,0,0
43,ROU,2006,3,,,0,0,0,0,0,0,0,0,0
44,RUS,2006,3,,,0,0,0,0,0,0,0,0,0
45,SMR,2006,3,,,0,0,0,0,0,0,0,0,0
46,SRB,2006,3,,,0,0,0,0,0,0,0,0,0
47,SGP,2006,3,,,7,0,0,0,0,0,0,0.000574686,0
48,ZAF,2006,3,,,0,0,0,0,0,0,0,0,0
49,KOR,2006,3,,,7,0,0,0,0,0,0,0.001149371,21
50,LKA,2006,3,,,0,0,0,0,0,0,0,0,0
51,SUR,2006,3,,,0,0,0,0,0,0,0,0,0
52,SWE,2006,3,,,0,0,0,0,0,0,0,0,0
53,CHE,2006,3,,,0,0,0,0,0,0,0,0,0
54,TJK,2006,3,,,0,0,0,0,0,0,0,0,0
55,THA,2006,3,,,7,0,0,0,0,0,0,0.000766248,0
56,TUR,2006,3,,,0,0,0,0,0,0,0,0,0
57,GBR,2006,3,,,0,0,0,0,0,0,0,0,0
58,UKR,2006,3,,,0,0,0,0,0,0,0,0,0
59,ARE,2006,3,,,0,0,0,0,0,0,0,0,0
60,VNM,2006,3,,,0,0,0,0,0,0,0,0,0
61,UZB,2006,3,,,0,0,0,0,0,0,0,0,0
62,ZWE,2006,3,,,0,0,0,0,0,0,0,0,0
63,BGD,2006,3,,,0,0,0,0,0,0,0,0,0
64,NPL,2006,3,,,0,0,0,0,0,0,0,0,0
65,AFG,2006,3,,,0,0,0,0,0,0,0,0,0
66,SAU,2006,3,,,0,0,0,0,0,0,0,0,0
67,MNE,2006,3,,,0,0,0,0,0,0,0,0,0
68,XKX,2006,3,,,0,0,0,0,0,0,0,0,0
69,USA,2006,3,0,0,0,0,0,0,0,1,0,0,0
70,COL,2006,3,,,0,0,0,0,0,0,0,0,0
71,GHA,2006,3,,,0,0,0,0,0,0,0,0,0
72,MUS,2006,3,,,0,0,0,0,0,0,0,0,0
73,ETH,2006,3,,,0,0,0,0,0,0,0,0,0
74,HKG,2006,3,,,1,0,0,0,0,0,0,0.000187652,0
1,ALB,2007,3,,,0,0,0,0,0,0,0,0,0
2,AND,2007,3,,,0,0,0,0,0,0,0,0,0
3,ARG,2007,3,,,0,0,0,0,0,0,0,0,0
4,ARM,2007,3,,,0,0,0,0,0,0,0,0,0
5,AUS,2007,3,,,0,0,0,0,0,0,0,0,0
6,BLR,2007,3,,,0,0,0,0,0,0,0,0,0
7,BTN,2007,3,,,0,0,0,0,0,0,0,0,0
8,BRA,2007,3,,,0,0,0,0,0,0,0,0,0
9,BRN,2007,3,,,0,0,0,0,0,0,0,0,0
10,BGR,2007,3,,,0,0,0,0,0,0,0,0,0
11,KHM,2007,3,,,0,0,0,0,0,0,0,0,0
12,CAN,2007,3,1,100,2,0,0,0,0,1,0,0.000375305,0
13,CHL,2007,3,,,0,0,0,0,0,0,0,0,0
14,CHN,2007,3,,,7,0,0,0,0,0,0,0.000766248,0
15,HRV,2007,3,,,0,0,0,0,0,0,0,0,0
16,DNK,2007,3,,,0,0,0,0,0,0,0,0,0
17,EA,2007,3,,,0,0,0,0,0,0,0,0,0
18,EGY,2007,3,,,0,0,0,0,0,0,0,0,0
19,EST,2007,3,,,0,0,0,0,0,0,0,0,0
20,HUN,2007,3,,,0,0,0,0,0,0,0,0,0
21,ISL,2007,3,,,0,0,0,0,0,0,0,0,0
22,IND,2007,3,,,0,0,0,0,0,0,0,0,0
23,IDN,2007,3,,,7,0,0,0,0,0,0,0.000835906,0
24,JPN,2007,3,,,7,0,0,0,0,0,0,0.001021663,17
25,KAZ,2007,3,,,0,0,0,0,0,0,0,0,0
26,LAO,2007,3,,,0,0,0,0,0,0,0,0,0
27,LVA,2007,3,,,0,0,0,0,0,0,0,0,0
28,MAC,2007,3,,,0,0,0,0,0,0,0,0,0
29,MYS,2007,3,,,7,0,0,0,0,0,0,0.000766248,0
30,MDV,2007,3,,,0,0,0,0,0,0,0,0,0
31,MEX,2007,3,1,100,2,0,0,0,0,1,0,0.000375305,0
32,MNG,2007,3,,,0,0,0,0,0,0,0,0,0
33,FEB,2007,3,,,0,0,0,0,0,0,0,0,0
34,MMR,2007,3,,,0,0,0,0,0,0,0,0,0
35,NZL,2007,3,,,1,0,0,0,0,0,0,0.000187652,0
36,NGA,2007,3,,,0,0,0,0,0,0,0,0,0
37,MKD,2007,3,,,0,0,0,0,0,0,0,0,0
38,NOR,2007,3,,,0,0,0,0,0,0,0,0,0
39,PAK,2007,3,,,0,0,0,0,0,0,0,0,0
40,PHL,2007,3,,,7,0,0,0,0,0,0,0.000835906,0
41,POL,2007,3,,,0,0,0,0,0,0,0,0,0
42,QAT,2007,3,,,0,0,0,0,0,0,0,0,0
43,ROU,2007,3,,,0,0,0,0,0,0,0,0,0
44,RUS,2007,3,,,0,0,0,0,0,0,0,0,0
45,SMR,2007,3,,,0,0,0,0,0,0,0,0,0
46,SRB,2007,3,,,0,0,0,0,0,0,0,0,0
47,SGP,2007,3,,,7,0,0,0,0,0,0,0.000612998,0
48,ZAF,2007,3,,,0,0,0,0,0,0,0,0,0
49,KOR,2007,3,,,7,0,0,0,0,0,0,0.001149371,17
50,LKA,2007,3,,,0,0,0,0,0,0,0,0,0
51,SUR,2007,3,,,0,0,0,0,0,0,0,0,0
52,SWE,2007,3,,,0,0,0,0,0,0,0,0,0
53,CHE,2007,3,,,0,0,0,0,0,0,0,0,0
54,TJK,2007,3,,,0,0,0,0,0,0,0,0,0
